EquType,Words
压力容器,安徽省 芜湖市 东方红 郡 小区 号楼 居民 家中 液化气罐 发生 泄漏 引发 着火 当事人 灼伤 之外 人员伤亡
电梯,日点 济南市 历下区 山 师 北街 号院 业主 电梯 下楼 时 电梯 晃动 之后 下坠 业主 急忙 走出 电梯 电梯 停止 运行 后经 检查 电梯 重要 控制 电路板 故障 需要 更换 主板 号 电梯 正常 运行
电梯,浙江省 杭州市 西湖区 浙江大学 西溪 校区 水电 工人 电梯 负楼 检查 地下 储 水井 水位 时 不慎 被困 地下 米 深 电梯 井 夹缝 中 消防员 紧张 救援 成功 被困 人员 救出
压力容器,安徽省 六安市 舒城县 城关 欧洲 华城 一号 楼 一楼 住户 家中 两个 煤气罐 发生 着火 消防员 到场 明火 扑灭 罐体 取出 妥善处置
电梯,海南省 海口市 琼山区 滨江街 道 河口 路 社区卫生 服务中心 停电 导致 电梯 骤停 两名 大人 婴儿 被困 电梯 消防员 赶到 成功 救出
电梯,海南省 海口市 中山南路 兴达 公寓 栋 小区 停电 导致 老人 几个 婴儿 被困 电梯 造成 人员伤亡
压力容器,日点 分 河南省 信阳市 浉 河区 五里 墩 街道 长安 路 茶叶店 厨房 煤气罐 着火 消防员 到场 迅速 煤气罐 转移 空旷 地带 进行 灭火 处理 了解 起火 原因 做 完 饭后 未 关闭 煤气 引起 造成 人员伤亡
电梯,贵州省 贵阳市 金元 国际 新城 小区 栋 业主 带 孩子 电梯 楼时 电梯门 未 打开 直接 从楼 下坠 至负 一层 恢复正常 运行 小区业主 反映 早上 电梯 发生 失控 现象
电梯,晚 河南省 信阳市 新五 大街 新城 国际 小区业主 被困 电梯 近 两个 小时 消防员 救出 业主 反映 电梯 呼叫器 没有响应 电梯 年检 年
压力容器,日点 海南省 琼州 市 海南 环岛 高速 东线 段 海口 三亚 方向 公里 加米 路段 一辆 油罐车 翻 高速 导致 油罐车 发生 泄漏 事故 造成 两人 受伤
大型游乐设施,日点 分 广东省 深圳市 欢乐谷 雪域 雄鹰 项目 运营 过程 中刚 发车 出现 急刹 现象 后经 工作人员 表示 过山车 发车 区 传感器 保护 遇到 鸟类 风速 过快 触发 保护 暂停 属于 正常 现象 造成 人员伤亡
压力容器,广西 百色市 靖西 绣球 城 附近 工地 钢板 房 起火 板房 内一 煤气罐 发生 爆燃 消防人员 到场 成功 火势 扑灭 造成 人员伤亡
电梯,日点 半左右 青岛市 市南区 鲁商 首府 小区 号楼 业主 电梯 时 直接 十六 层 坠落 至负 三层 业主 电梯 拨打 急救 电话 均 未 接通 小区业主 反映 单元 电梯 发生 故障 青岛市 特种行业 电梯 专门 委员会 工作人员 解释 道 电梯 存在 故障 电梯 控制系统 存在 隐患 电梯 出现 保护 状态
压力容器,早晨 江苏省 泰州市 姜堰 区 天目山 街道 后堡 村 居民 家中 发生爆炸 身上 多处 炸伤 检查 初步 确定 煤气 泄漏 引发 爆燃
压力容器,日点 分 广东省 广州市 番禺区 浮莲岗 水道 合兴 水闸 开 水面 艘 货船 艘 抓斗 工程船 着火 导致 船只 机舱 及舱 外 发生 泄漏 不明 气瓶 煤气 瓶 成功 火势 扑灭 造成 人员伤亡
电梯,晚 浙江省 金华 东阳市 横店 镇 酒店 三口 被困 电梯 消防员 成功 救出
电梯,中午 江西省 萍乡市 安源区 天虹 广场 电梯 发生 故障 导致 大人 小孩 被困 电梯 安源 消防 中队 分钟 救援 成功 救出 被困
电梯,辽宁省 抚顺市 天朗 国际 小区 号楼 业主 电梯 下楼 时 电梯 突然 发生 快速 下滑 从层 坠落 至层 号 楼 业主 早上 经历 电梯 运行 至层 停止 运行
电梯,晚 安徽省 淮北市 濉溪县 一内 电梯 三楼 发生 故障 被困 电梯 民警 消防 紧急 救援 平安 解救
电梯,新浪 微博 河南省 周口市 沈丘县 电梯 突然 发生 坠落 电梯 停 两层楼 中间 人员 被困 目前 救出
起重机械,日点 广西 贵港市 平南县 平南 镇 月亮 湾 城市 花园 河道 拆除 违建 吊机 工程施工 车因 操作 不当 导致 车辆 发生 侧翻 事故
起重机械,四川省 峨眉山市 工地 吊车 随意 支腿 一边 原地 出腿 退 一边 出半腿 导致 起吊 钢管 时 发生 侧翻 人员伤亡 情况 未知
压力容器,浙江省 台州 温岭市 太平 新村 二 菜场 停车场 附近 中介 二楼 煤气罐 引发 火灾 男子 烧伤 消防员 到场 很快 火势 扑灭 事故 原因 未知
压力容器,四川省 凉山 自治州 西昌市 路段 处 发生 油罐车 爆炸 事故 具体 事故 原因 人员伤亡 情况 未知
压力容器,日点 河南省 新乡市 新乡县 西环 宏力 大道 交叉口 南 米处 货车 行驶 过程 中 右前方 轮胎 爆胎 起火 引燃 车头 储气罐 出口处 引燃 消防员 两个 小时 救援 成功 排除 险情
起重机械,广东省 广州市 番禺区 大石 街道 三眼 水闸 出路 段 一辆 大型 吊车 吊 水泵 过程 中 吊车 所在地 面 突然 出现 空洞 坍塌 导致 吊车 发生 侧翻 造成 人员伤亡
电梯,安徽省 安庆 桐城市 云鼎 公寓 小区 居民 乘坐 电梯 时疑 停电 导致 居民 被困 救援 人员 赶到 使用 电梯 钥匙 打开 电梯 外部 闸门 随即 再度 使用 撬棍 撬开 电梯 内部 闸门 紧张 救援 被困 安全 救出
电梯,新浪 微博 广东省 东莞市 嘉辉 豪庭 小区 电梯 发生 困 事故 造成 人员伤亡 具体 事故 原因 未知
电梯,新浪 微博 福建省 泉州市 泉港领 小区 停电 导致 有人 被困 楼 楼 之间 电梯 半小时 电梯 呼叫 按铃 失效 造成 人员伤亡
压力容器,日点 广西 南宁市 西乡 塘区 皂角村 自建房 发生 煤气 爆燃 事故 导致 一人 受伤 具体 事故 原因 未知
压力容器,日点 内蒙古 赤峰市 松山区 穆家营 新村 区内 熟食店 发生 火灾 消防员 侦查 发现 火灾 煤气罐 引起 明火 彻底 扑灭 造成 人员伤亡
压力容器,日点 分 甘肃省 兰州市 红古区 张家 寺 高速 服务区 加油站 油罐车 发生爆炸 具体 事故 原因 人员伤亡 情况 未知
电梯,江西省 赣州 瑞金市 象湖 镇 七里 金红湾 电梯 故障 导致 有人 被困 电梯 维修 人员 到场 最终 被困 人员 救出 造成 人员伤亡
压力容器,今日 头条 山西省 临汾市 尧都区 南王 村一 居民 家中 疑因 燃气 爆炸 液化气罐 发生爆炸 引发 着火 两人受 轻伤 具体 事故 原因 未知
电梯,四川省 南充市 高坪区 逸 合山 语城 某楼栋 电梯 故障 导致 业主 被困 楼 五楼 之间 电梯 维保 人员 被困 救出
压力容器,日点 四川省 眉山市 北 街上 售卖 南瓜饼 店 液化气罐 发生爆炸 现场 人员 受伤
起重机械,日点 上海市浦东新区 沪 南 公路 发生 工地 吊机 倒塌 事故 事故 中 工地 两名 正在 施工 工人 不幸身亡
电梯,新浪 微博 河北省 保定市 未来 石 万达 广场 多人 被困 电梯 电梯 求救 电梯 均 无法 打通 万达 内部人员 很久后 到达
压力容器,湖北省 随州市 老 北郊 办事处 花溪 巷一 居民 家里 煤气罐 起火 三名 小孩 反锁 家中 消防员 立即 利用 无齿 锯 外层 铁门 进行 破 拆 翻过 窗户 营救 出 三名 被困 孩子 利用 灭火器 火 扑灭 整个 救援 过程 仅用 时 分钟
压力容器,零时 安徽省 合肥市 翡翠 路 饭店 突然 发生 火灾 扑救 过程 中 消防员 抢救 出 正在 喷火 煤气罐 约 分钟 明火 扑灭 造成 人员伤亡
压力容器,七点 福建省 厦门市 湖里区 围里社 一处 民房 燃气 罐 疑似 发生 闪燃 事故 导致 男子 烧伤 事故 具体 原因 未知
电梯,日点 北京市 朝阳区 维多 莉亚 花园 小区 单元 一部 电梯 下降 中 出现 故障 老人 孩子 被困 一层 地下 一层 之间 电梯 求助 按钮 反应 多分钟 居民 发现 电梯 故障 联系 物业 电梯门 扒开 救出 被困 人员 电梯 上升 过程 中 发出 异响 停止 运行
电梯,安徽省 六安市 金寨县 学校 电梯 卡 二楼 一楼 之间 约 名 学生 被困 电梯 消防员 联系 电梯公司 工作人员 电梯公司 赶到 打开 电梯门 被困 安全 救出
压力容器,日点 分 广东省 中山市 东升镇 华丰 工业园 栋楼 工厂 突发 大火 消防 部门 迅速 赶到 现场 救援 目前 火情 得到 控制 伤者 送 医院 治疗 事故 原因 疑似 是因为 泡沫 双面胶 生产厂 生产 液化气 瓶 发生爆炸 引起
压力容器,河南省 安阳市 汤阴县 城关镇 人民 路 老县 医院 家属院 号楼 单元楼 东户 液化气 瓶 阀门 松懈 导致 发生 泄漏 消防员 液化气 瓶 转移 安全 地带 造成 人员伤亡
电梯,新浪 微博 潍坊 高密市 阳光 花园 小区 电梯 存在 安全隐患 问题 常年 无人 维修 年检 电梯 发出 响声 还会 发生 坠落
电梯,浙江省 杭州市 阳光 逸 城幢 单元楼 有人 被困 电梯 消防员 到场 成功 被困 人员 救出
电梯,日点 江苏省 南京市 同仁医院 电梯 轿厢 错位 卡 一楼 负 一楼 之间 人员 被困 约 二十二 分钟 之后 被困 人员 成功 救出
电梯,许 海南省 海口市 美兰区 海甸岛 三 西路 金甸 酒店 有名 人员 困于 楼 电梯 消防人员 到场 最终 利用 电动 扩张 钳 电梯门 进行 扩张 成功 救出 被困 人员
电梯,贵州省 六盘水 盘 州市 合力 超市 单元 电路 故障 导致 单元 两部 电梯 有六人 被困 消防员 成功 救出 一号 电梯 被困 人员 十分钟 二号 电梯 被困 人员 成功 救出
压力容器,许 广东省 梅州市 梅江区 江北 侨 新路 民宅 厨房 煤气 瓶 发生 着火 确定 断电 中队 指挥员 立即 下令 二氧化碳 灭火器 对房 煤气 瓶 进行 灭火 分钟 紧张 扑救 火势 完全 扑灭
起重机械,四川省 成都市 一在 建工 塔吊 顶升 加节 中 突发 坠落 具体 事故 原因 人员伤亡 情况 未知
电梯,快报 江苏省 无锡 江阴市 夏港 街道 某小 区内 电梯 超载 突发 故障 电梯 轿厢 停 楼 楼 之间 导致 被困 近 半个 小时 十几分钟 紧张 处置 被困 人员 成功 救出 无一人 受伤
电梯,日点 半左右 安徽省 合肥市 安通 缘梦 天地 电梯 从楼 掉落 楼 人员 被困 电梯 留有 电话 均 无人 接听 紧急 按钮 点多 电梯公司 被困 人员 救出
电梯,上海市 松江区 隆格 酒店 电梯 设备 问题 发生 故障 导致 多岁 老人 被困 电梯 内经 查 轿厢 正好 卡在楼 消防员 立即 展开 施救 分钟 老人 安全 救出
电梯,腾讯 新闻 近日 河南省 周口市 郸城县 一品 香山 号楼 单元 电梯 发生 故障 两人 被困 电梯 消防 救援 人员 到场 分钟 紧急 救援 最终 被困 二人 救出
起重机械,四川省 成都 简阳市 新市镇 沱电 住宅区 建筑工地 塔吊 违规 作业 导致 塔吊 倒塌 事故 造成 两人 死亡 重伤
压力容器,安徽省 滁州市 凤阳县 武店 居民 家中 厨房 发生 着火 蔓延到 液化气 导致 液化气 发生 泄漏 民警 辅警 及时 扑救 事故 未 造成 人员伤亡
压力容器,甘肃省 甘南州 玛曲县 阿万仓 乡 方向 公里 处 一辆 载有 吨 液化 石油气 槽车 大型 货车 相撞 发生 侧翻 导致 液化气 泄漏 泄漏 槽车 顺利 起吊 扶正 两辆 槽罐车 倒罐 完成 事故 处理完毕
压力容器,甘肃省 张掖市 甘州区 张火 公路 金 安居 号楼 地下室 液化气 瓶 瓶口 破裂 发生 气体 泄漏 现场 处置 完毕 事故 未 造成 人员伤亡
压力容器,河北省 沧州市 秦滨 高速 山东 方向 公里 处 一辆 装载 吨 液化 天然气 罐车 装载 吨 原 油罐车 货车 车 相撞 起火 事故 造成 死亡 明火 扑灭
压力容器,甘肃省 嘉峪关市 一民 家中 发生 煤气 泄漏 有人 被困 消防支队 救援 人员 紧急 营救 被困 人员 送医 生命危险
电梯,浙江省 杭州市 淳安县 千岛湖 镇 茶苑 小区 幢 电梯 人员 被困 消防员 到场 现有 工具 展开 救援 很快 电梯 里 被困 人员 解救出来
起重机械,云南省 昆明市 施工现场 发生 塔吊 倾斜 事故 人员 具体 伤亡 情况 事故 原因 未知
电梯,日点 四川省 成都市 龙泉驿区 驿 中路 号 合能 四季 康城 小区 突然 发生 停电 导致 老人 孩子 被困 电梯 小时 救出
压力容器,福建省 漳州市 南靖县 金山 镇安 厚村 村民 家中 液化气罐 泄露 着火 分钟 紧张 处置 消防员 成功 起火 液化气 瓶 阀门 关闭 造成 人员伤亡
电梯,日点 云南省 昆明市 昌源 北路 鑫金 花园 小区业主 乘坐 电梯 到达 负 一楼 时 电梯门 无法 打开 有人 被困 电梯 报警 铃 没有响应 多分钟 维修 人员 被困 人员 救出 业主 介绍 小区 电梯 发生 故障
电梯,河北省 沧州市 东方 世纪 城 小区 男子 长时间 手臂 阻挡 电梯 关闭 导致 电梯 感应 失效 电梯门 自行 关闭 男子 手臂 夹住 电梯 维修工 到场 将门 及时 打开 被困 男子 解救出来 检查 男子 手臂 大碍
压力容器,日点 分 广东省 广州市 白云区 云城 街道 萧岗 北门 东街 号 出租屋 楼 发生爆炸 分 现场 救援 工作 结束 知情 人士 透漏 事故 煤气 发生爆炸 事故 导致 受伤
压力容器,新浪 微博 河北省 沧州市 黄骅港 高速 口 两辆 油罐车 发生 着火 具体 事故 原因 人员伤亡 情况 未知
电梯,贵州省 六盘水市 明湖 路堪 二队 旁 滨河 苑 小区 有人 被困 电梯 井里据 了解 被困 人员 三十 层 乘坐 电梯 下楼 时 电梯 发生 故障 被困 人员 进 电梯 时 直接 踩 空 掉落 电梯 井里 幸好 及时 抓住 电梯 井 钢索 救援 人员 到场 发现 被困 人员 滑 坠 最终 救援 人员 打开 楼 电梯门 成功 救出 被困 人员
电梯,齐鲁 网月 潍坊市 奎文区 领秀 华城 润和苑 小区 号楼 电梯 热力 供水管 件 破损 导致 电梯 进水 停运 一个多月 三方 协商 得出 结论 物业 配合 万维 热力 停运 电梯 维修
电梯,广西 梧州市 万秀区 锦泰城 商场 扶手 电梯 故障 导致 老人 系 电梯 掉落 老人 家属 送往 医院 救治 商场 负责人 理由 推卸责任 忽悠 伤者 家属 主管部门 梧州市 市场 监管局 未 履行 监管 职责 对此 特种设备 伤人 事故 予以 处置
电梯,快报 济南市 历下区 诚基 中心 小区 号 楼东 电梯 电缆 故障 停运 两个 目前 正在 运行 西 电梯 出 故障 物业 项目经理 东侧 电梯 坏 是因为 电缆 中间 短路 情况 防止 电缆 短路 时 发生 困 人才 电梯 停运
压力容器,八点半 河北省 石家庄市 赞皇县 翰林 官邸 小区 号 楼楼 住户 刚刚 点燃 煤气灶 做饭 时 发生 爆燃 家中 发生 爆燃 之后 居民 发现 液化气罐 开关 位置 正在 向外 喷火 事故 未 造成 人员伤亡 具体 事故 原因 未知
电梯,浙江省 嘉兴市 秀洲区 摩尔 公馆 两名 老人 被困 电梯 消防员 到场 成功 被困 老人 救出
电梯,河南省 新乡市 卫滨区 健康 路 文化街 交叉口 附近 一间 酒吧 两名 中学生 被困 电梯 救援 人员 半个 小时 努力 被困 学生 成功 解救出来
压力容器,近日点 半左右 浙江省 绍兴 上虞市 大唐 小百货 餐厅 突发 煤气 泄漏 引发 大火 人员伤亡 情况 未知
电梯,天津市 东丽区 金 河里 小区 醉酒 居民 回家 乘坐 电梯 过程 中看 错 楼层 从楼 出 电梯 时 手 不慎 卡入 电梯 门缝 消防 救援 人员 立即 组织 电梯 门缝 进行 扩张 及时 男子 救出 检查 男子 轻微 擦伤
电梯,吉林省 延吉市 商场 一楼 有人 被困 电梯 消防 到达 现场 物业 沟通 短时间 无法 维修 打开 强行 破 拆 分钟 男孩 救出
压力容器,北京市 朝阳区 世纪 村 小区 面馆 煤气罐 发生 爆燃 人员伤亡 情况 暂 明确
压力容器,东营市 利津县 集贤 乡 某村 村口 罐车 维修 时 发生爆炸 罐体 出现 严重 破损 爆炸 导致 周边 民房 程度 受损 两名 维修工 及时 撤离 事故 未 造成 人员伤亡
